Plant_ID	Plant_Name	Species_Tax_ID	Species_Name	Genus_Tax_ID	Genus_Name	Family_Tax_ID	Family_Name
NPO11776	Lithospermum Erythrorhizon	34254	Lithospermum erythrorhizon	21634	Lithospermum	21571	Boraginaceae
